"CDC14A"	"TACR2"	-
"TM9SF3"	"FRYL"	+
"XRCC5"	"FRYL"	+
"CDC14A"	"FRYL"	+
"ULK2"	"FRYL"	+
"ZNF446"	"FRYL"	-
"FAT1"	"FRYL"	+
"MYNN"	"FRYL"	+
"ERO1B"	"FRYL"	+
"NSFL1C"	"FRYL"	-
"TM9SF3"	"TMEM131"	+
"XRCC5"	"TMEM131"	+
"CDC14A"	"TMEM131"	+
"HSP90AA1"	"TMEM131"	+
"ZNF446"	"TMEM131"	-
"FAT1"	"TMEM131"	+
"MYNN"	"TMEM131"	+
"PTPN23"	"PLD1"	-
"TM9SF3"	"PLD1"	+
"LRCH4"	"PLD1"	-
"RABL2B"	"PLD1"	-
"TM9SF3"	"PTPN23"	-
"LRCH4"	"PTPN23"	+
"ZNF446"	"PTPN23"	+
"CAD"	"PTPN23"	+
"MYNN"	"PTPN23"	-
"LRCH4"	"TM9SF3"	-
"RABL2B"	"TM9SF3"	-
"ME2"	"TM9SF3"	+
"ZNF446"	"TM9SF3"	-
"FAT1"	"TM9SF3"	+
"WBP11"	"TM9SF3"	+
"MYNN"	"TM9SF3"	+
"PPP1R15A"	"TM9SF3"	-
"XRCC5"	"LRCH4"	-
"ZNF446"	"LRCH4"	+
"MYNN"	"LRCH4"	-
"ATG16L1"	"LRCH4"	+
"XRCC5"	"POLD3"	+
"ME2"	"POLD3"	+
"ZNF446"	"POLD3"	-
"FAT1"	"POLD3"	+
"WBP11"	"POLD3"	+
"CAD"	"POLD3"	+
"MYNN"	"POLD3"	+
"PREP"	"POLD3"	+
"PPP1R15A"	"POLD3"	-
"RDH8"	"NEBL"	-
"ZNF446"	"XRCC5"	-
"WBP11"	"XRCC5"	+
"MYNN"	"XRCC5"	+
"PREP"	"XRCC5"	+
"ATG16L1"	"XRCC5"	+
"NSFL1C"	"CDC14A"	-
"ZNF446"	"RABL2B"	+
"ME2"	"HSP90AA1"	+
"PREP"	"HSP90AA1"	+
"WBP11"	"ME2"	+
"MYNN"	"ME2"	+
"CPNE3"	"ME2"	+
"MYNN"	"ZNF446"	-
"CPNE3"	"ZNF446"	-
"NSFL1C"	"FAT1"	-
"CPNE3"	"MYNN"	+
"PPP1R15A"	"MYNN"	-
